survey,load_cmd,cy_data,wt,source,year,notes
lb2001,"lb2001 <- read.dta(""Latinobarometro/2001/Latinobarometro_2001_datos_english_v2014_06_27.dta"")","data_frame(idenpa = c(32, 68, 76, 152, 170, 188, 218, 222, 320, 340, 484, 558, 591, 600, 604, 724, 858, 862), c_dcpo = c(""ARGENTINA"", ""BOLIVIA"", ""BRAZIL"", ""CHILE"", ""COLUMBIA"", ""COSTA RICA"", ""ECUADOR"", ""EL SALVADOR"", ""GUATEMALA"", ""HONDURAS"", ""MEXICO"", ""NICARAGUA"", ""PANAMA"", ""PARAGUARY"", ""PERU"", ""SPAIN"", ""URUGUAY"", ""VENEZUELA""), y_dcpo=2001)",wt,Latinobarometro,2001,
lb2002,"lb2002 <- read.dta(""Latinobarometro/2002/Latinobarometro_2002_datos_eng_v2014_06_27.dta"")","data_frame(idenpa = c(32, 68, 76, 152, 170, 188, 218, 222, 320, 340, 484, 558, 591, 600, 604, 724, 858, 862), c_dcpo = c(""ARGENTINA"", ""BOLIVIA"", ""BRAZIL"", ""CHILE"", ""COLUMBIA"", ""COSTA RICA"", ""ECUADOR"", ""EL SALVADOR"", ""GUATEMALA"", ""HONDURAS"", ""MEXICO"", ""NICARAGUA"", ""PANAMA"", ""PARAGUARY"", ""PERU"", ""SPAIN"", ""URUGUAY"", ""VENEZUELA""), y_dcpo=2002)",wt,Latinobarometro,2002,
lb2003,"lb2003 <- read.dta(""Latinobarometro/2003/Latinobarometro_2003_datos_eng_v2014_06_27.dta"")","data_frame(idenpa = c(32, 68, 76, 152, 170, 188, 218, 222, 320, 340, 484, 558, 591, 600, 604, 724, 858, 862), c_dcpo = c(""ARGENTINA"", ""BOLIVIA"", ""BRAZIL"", ""CHILE"", ""COLUMBIA"", ""COSTA RICA"", ""ECUADOR"", ""EL SALVADOR"", ""GUATEMALA"", ""HONDURAS"", ""MEXICO"", ""NICARAGUA"", ""PANAMA"", ""PARAGUARY"", ""PERU"", ""SPAIN"", ""URUGUAY"", ""VENEZUELA""), y_dcpo=2003)",wt,Latinobarometro,2003,
lb2004,"lb2004 <- read.dta(""Latinobarometro/2004/Latinobarometro_2004_datos_eng_v2014_06_27.dta"")","data_frame(idenpa = c(32, 68, 76, 152, 170, 188, 214, 218, 222, 320, 340, 484, 558, 591, 600, 604, 724, 858, 862), c_dcpo = c(""ARGENTINA"", ""BOLIVIA"", ""BRAZIL"", ""CHILE"", ""COLUMBIA"", ""COSTA RICA"", ""DOMINICAN REP"", ""ECUADOR"", ""EL SALVADOR"", ""GUATEMALA"", ""HONDURAS"", ""MEXICO"", ""NICARAGUA"", ""PANAMA"", ""PARAGUARY"", ""PERU"", ""SPAIN"", ""URUGUAY"", ""VENEZUELA""), y_dcpo=2004)",wt,Latinobarometro,2004,
lb2005,"lb2005 <- read.dta(""Latinobarometro/2005/Latinobarometro_2005_datos_eng_v2014_06_27.dta"")","data_frame(idenpa = c(32, 68, 76, 152, 170, 188, 214, 218, 222, 320, 340, 484, 558, 591, 600, 604, 858, 862), c_dcpo = c(""ARGENTINA"", ""BOLIVIA"", ""BRAZIL"", ""CHILE"", ""COLUMBIA"", ""COSTA RICA"", ""DOMINICAN REP"", ""ECUADOR"", ""EL SALVADOR"", ""GUATEMALA"", ""HONDURAS"", ""MEXICO"", ""NICARAGUA"", ""PANAMA"", ""PARAGUARY"", ""PERU"", ""URUGUAY"", ""VENEZUELA""), y_dcpo=2005)",wt,Latinobarometro,2005,
lb2006,"lb2006 <- read.dta(""Latinobarometro/2006/Latinobarometro_2006_datos_eng_v2014_06_27.dta"")","data_frame(idenpa = c(32, 68, 76, 152, 170, 188, 214, 218, 222, 320, 340, 484, 558, 591, 600, 604, 724, 858, 862), c_dcpo = c(""ARGENTINA"", ""BOLIVIA"", ""BRAZIL"", ""CHILE"", ""COLUMBIA"", ""COSTA RICA"", ""DOMINICAN REP"", ""ECUADOR"", ""EL SALVADOR"", ""GUATEMALA"", ""HONDURAS"", ""MEXICO"", ""NICARAGUA"", ""PANAMA"", ""PARAGUARY"", ""PERU"", ""SPAIN"", ""URUGUAY"", ""VENEZUELA""), y_dcpo=2006)",wt,Latinobarometro,2006,
lb2007,"lb2007 <- read.dta(""Latinobarometro/2007/Latinobarometro_2007_datos_eng_v2014_06_27.dta"")","data_frame(idenpa = c(32, 68, 76, 152, 170, 188, 214, 218, 222, 320, 340, 484, 558, 591, 600, 604, 724, 858, 862), c_dcpo = c(""ARGENTINA"", ""BOLIVIA"", ""BRAZIL"", ""CHILE"", ""COLUMBIA"", ""COSTA RICA"", ""DOMINICAN REP"", ""ECUADOR"", ""EL SALVADOR"", ""GUATEMALA"", ""HONDURAS"", ""MEXICO"", ""NICARAGUA"", ""PANAMA"", ""PARAGUARY"", ""PERU"", ""SPAIN"", ""URUGUAY"", ""VENEZUELA""), y_dcpo=2007)",wt,Latinobarometro,2007,
lb2008,"lb2008 <- read.dta(""Latinobarometro/2008/Latinobarometro_2008_datos_eng_v2014_06_27.dta"")","data_frame(idenpa = c(32, 68, 76, 152, 170, 188, 214, 218, 222, 320, 340, 484, 558, 591, 600, 604, 724, 858, 862), c_dcpo = c(""ARGENTINA"", ""BOLIVIA"", ""BRAZIL"", ""CHILE"", ""COLUMBIA"", ""COSTA RICA"", ""DOMINICAN REP"", ""ECUADOR"", ""EL SALVADOR"", ""GUATEMALA"", ""HONDURAS"", ""MEXICO"", ""NICARAGUA"", ""PANAMA"", ""PARAGUARY"", ""PERU"", ""SPAIN"", ""URUGUAY"", ""VENEZUELA""), y_dcpo=2008)",wt,Latinobarometro,2008,
lb2009,"lb2009 <- read.dta(""Latinobarometro/2009/Latinobarometro_2009_datos_eng_v2014_06_27.dta"")","data_frame(idenpa = c(32, 68, 76, 152, 170, 188, 214, 218, 222, 320, 340, 484, 558, 591, 600, 604, 724, 858, 862), c_dcpo = c(""ARGENTINA"", ""BOLIVIA"", ""BRAZIL"", ""CHILE"", ""COLUMBIA"", ""COSTA RICA"", ""DOMINICAN REP"", ""ECUADOR"", ""EL SALVADOR"", ""GUATEMALA"", ""HONDURAS"", ""MEXICO"", ""NICARAGUA"", ""PANAMA"", ""PARAGUARY"", ""PERU"", ""SPAIN"", ""URUGUAY"", ""VENEZUELA""), y_dcpo=2009)",wt,Latinobarometro,2009,
lb2010,"lb2010 <- read.dta(""Latinobarometro/2010/Latinobarometro_2010_datos_eng_v2014_06_27.dta"")","data_frame(idenpa = c(32, 68, 76, 152, 170, 188, 214, 218, 222, 320, 340, 484, 558, 591, 600, 604, 724, 858, 862), c_dcpo = c(""ARGENTINA"", ""BOLIVIA"", ""BRAZIL"", ""CHILE"", ""COLUMBIA"", ""COSTA RICA"", ""DOMINICAN REP"", ""ECUADOR"", ""EL SALVADOR"", ""GUATEMALA"", ""HONDURAS"", ""MEXICO"", ""NICARAGUA"", ""PANAMA"", ""PARAGUARY"", ""PERU"", ""SPAIN"", ""URUGUAY"", ""VENEZUELA""), y_dcpo=2010)",wt,Latinobarometro,2010,
lb2011,"lb2011 <- read.dta(""Latinobarometro/2011/Latinobarometro_2011_eng.dta"")","data_frame(idenpa = c(32, 68, 76, 152, 170, 188, 214, 218, 222, 320, 340, 484, 558, 591, 600, 604, 858, 862), c_dcpo = c(""ARGENTINA"", ""BOLIVIA"", ""BRAZIL"", ""CHILE"", ""COLUMBIA"", ""COSTA RICA"", ""DOMINICAN REP"", ""ECUADOR"", ""EL SALVADOR"", ""GUATEMALA"", ""HONDURAS"", ""MEXICO"", ""NICARAGUA"", ""PANAMA"", ""PARAGUARY"", ""PERU"", ""URUGUAY"", ""VENEZUELA""), y_dcpo=2011)",wt,Latinobarometro,2011,
lb2013,"lb2013 <- read.dta(""Latinobarometro/2013/Latinobarometro2013Eng.dta"")","data_frame(idenpa = c(32, 68, 76, 152, 170, 188, 214, 218, 222, 320, 340, 484, 558, 591, 600, 604, 724, 858, 862), c_dcpo = c(""ARGENTINA"", ""BOLIVIA"", ""BRAZIL"", ""CHILE"", ""COLUMBIA"", ""COSTA RICA"", ""DOMINICAN REP"", ""ECUADOR"", ""EL SALVADOR"", ""GUATEMALA"", ""HONDURAS"", ""MEXICO"", ""NICARAGUA"", ""PANAMA"", ""PARAGUARY"", ""PERU"", ""SPAIN"", ""URUGUAY"", ""VENEZUELA""), y_dcpo=2013)",wt,Latinobarometro,2013,
lb2015,"lb2015 <- read.dta(""Latinobarometro/2015/Latinobarometro_2015_Eng.dta"")","data_frame(idenpa = c(32, 68, 76, 152, 170, 188, 214, 218, 222, 320, 340, 484, 558, 591, 600, 604, 858, 862), c_dcpo = c(""ARGENTINA"", ""BOLIVIA"", ""BRAZIL"", ""CHILE"", ""COLUMBIA"", ""COSTA RICA"", ""DOMINICAN REP"", ""ECUADOR"", ""EL SALVADOR"", ""GUATEMALA"", ""HONDURAS"", ""MEXICO"", ""NICARAGUA"", ""PANAMA"", ""PARAGUARY"", ""PERU"", ""URUGUAY"", ""VENEZUELA""), y_dcpo=2015)",wt,Latinobarometro,2015,
,,,,,,
Pew Global,,,,,,
pew2001GWB,"pew2001GWB <- read.dta(""Pew/2001/BushInternationalPollc.dta"")","data_frame(study = c(1:5), c_dcpo = c(""USA"", ""GREAT BRITAIN"", ""ITALY"", ""GERMANY"", ""FRANCE""), y_dcpo=2001)",weight,PewGlobal,2001,
pew2002GWB,"pew2002GWB <- read.dta(""Pew/2002/BushIntlIIc.dta"")","data_frame(study = c(1:5), c_dcpo = c(""USA"", ""GREAT BRITAIN"", ""ITALY"", ""GERMANY"", ""FRANCE""), y_dcpo=2002)",weight,PewGlobal,2002,
pew2002GAP_44,"pew2002GAP_44 <- read.dta(""Pew/2002/Pew_GAP_final_44_country_dataset_1.1sav.dta"")","data_frame(country = c(1:24, 26:45), c_dcpo = c(""ANGOLA"",  ""ARGENTINA"", ""BANGLADESH"", ""BOLIVIA"", ""BRAZIL"", ""BULGARIA"", ""CANADA"",  ""CHINA"", ""COTE D'IVOIRE"", ""CZECH REPUBLIC"", ""EGYPT"", ""FRANCE"",  ""GERMANY"", ""GHANA"", ""GUATEMALA"", ""HONDURAS"", ""INDIA"", ""INDONESIA"",  ""ITALY"", ""JAPAN"", ""KENYA"", ""KOREA"", ""MALI"", ""MEXICO"", ""NIGERIA"",  ""PAKISTAN"", ""PERU"", ""PHILIPPINES"", ""POLAND"", ""RUSSIA"", ""SENEGAL"",  ""SLOVAKIA"", ""SOUTH AFRICA"", ""TANZANIA"", ""TURKEY"", ""UGANDA"", ""UNITED KINGDOM"",  ""UKRAINE"", ""UNITED STATES"", ""UZBEKISTAN"", ""VENEZUELA"", ""VIETNAM"",  ""LEBANON"", ""JORDAN""), y_dcpo =2002)",weight,PewGlobal,2002,"there are three types of weighting variables: regional weight(reiongalwt), sub-regional weight(subregwt), and weight-genderm type of settlement, age groups (weight)"
pew2002GAP_6,"pew2002GAP_6 <- read.dta(""Pew/2002/Pew_GAP_November_2002_Combined_Datasetc.dta"")","data_frame(country = c(1:6), c_dcpo = c(""TURKEY"", ""RUSSIA"", ""FRANCE"", ""GERMANY"", ""GREAT BRITAIN"", ""USA""), y_dcpo=2002)",weight,PewGlobal,2002,
pew2003pw,"pew2003pw <- read.dta(""Pew/2003/60203_Combined_Post_War_with_US_FOR_PRC.dta"")","data_frame(country = c(1:21), c_dcpo = c(""AUSTRALIA"", ""BRAZIL"", ""GREAT BRITAIN"", ""CANADA"", ""FRANCE"", ""GERMANY"", ""INDONESIA"", ""ISRAEL"", ""ITALY"", ""JORDAN"", ""KUWAIT"", ""LEBANON"", ""MOROCCO"", ""NIGERIA"", ""PAKISTAN"", ""PALESTINIAN AUTHORITY"", ""RUSSIA"", ""SOUTH KOREA"", ""SPAIN"", ""TURKEY"", ""USA""), y_dcpo =2003)",weight,PewGlobal,2003,
pew2003GAP_Europe,"pew2003GAP_Europe <- read.dta(""Pew/2003/Pew_GAP_March_2003_Combined_Europe_Onlyc.dta"")","data_frame(country = c(1:8), c_dcpo = c(""FRANCE"", ""GERMANY"", ""GREAT BRITAIN"", ""RUSSIA"", ""TURKEY"", ""ITALY"", ""POLAND"", ""SPAIN""), y_dcpo=2003)",weight,PewGlobal,2003,
pew2004GAP,"pew2004GAP <- read.dta(""Pew/2004/Pew_Global_Attitudes_2004_FINAL_DATASET.dta"")","data_frame(country = c(1:9), c_dcpo = c(""GREAT BRITAIN"", ""FRANCE"", ""GERMANY"", ""JORDAN"", ""MOROCCO"", ""PAKISTAN"", ""RUSSIA"", ""TURKEY"", ""USA""), y_dcpo=2004)",weight,PewGlobal,2004,
pew2005GAP_6,"pew2005GAP_6 <- read.dta(""Pew/2005/Pew_Global_Attitudes_2005_6-COUNTRY_DATASET.dta"")","data_frame(country = c(7, 8, 9, 10, 12, 16), c_dcpo = c(""INDONESIA"", ""JORDAN"", ""LEBANON"", ""MOROCCO"", ""PAKISTAN"", ""TURKEY""), y_dcpo=2005)",weight,PewGlobal,2005,
pew2005GAP_11,"pew2005GAP_11 <- read.dta(""Pew/2005/Pew_Global_Attitudes_2005_11-COUNTRY_DATASET.dta"")","data_frame(country = c(1:6, 11, 13:15, 17), c_dcpo = c(""GREAT BRITAIN"", ""CANADA"", ""CHINA"", ""FRANCE"", ""GERMANY"", ""INDIA"", ""NETHERLANDS"", ""POLAND"", ""RUSSIA"", ""SPAIN"", ""USA""), y_dcpo=2005)",weight,PewGlobal,2005,Most of the questions shared in both GAP-6 and GAP-11; only a few are different 
pew2006GAP_15,"pew2006GAP_15 <- read.dta(""Pew/2006/Pew_Global_Attitudes_2006_15-Country_Dataset.dta"")","data_frame(country = c(1:15), c_dcpo = c(""GREAT BRITAIN"", ""CHINA"", ""EGYPT"", ""FRANCE"", ""GERMANY"", ""INDIA"", ""INDONESIA"", ""JAPAN"", ""JORDAN"", ""NIGERIA"", ""PAKISTAN"", ""RUSSIA"", ""SPAIN"", ""TURKEY"", ""USA""), y_dcpo=2006)",weight,PewGlobal,2006,
pew2007GAP,"pew2007GAP <- read.dta(""Pew/2007/GAP_2007_Data.dta"")","data_frame(country = c(1:47), c_dcpo = c(""ARGENTINA"", ""BANGLADESH"",  ""BOLIVIA"", ""BRAZIL"", ""BULGARIA"", ""CANADA"", ""CHILE"", ""CHINA"",  ""CZECH REPUBLIC"", ""EGYPT"", ""ETHIOPIA"", ""FRANCE"", ""GERMANY"", ""GHANA"",  ""UNITED KINGDOM"", ""INDIA"", ""INDONESIA"", ""ISRAEL"", ""ITALY"", ""COTE D'IVOIRE"",  ""JAPAN"", ""JORDAN"", ""KENYA"", ""KUWAIT"", ""LEBANON"", ""MALAYSIA"",  ""MALI"", ""MEXICO"", ""MOROCCO"", ""NIGERIA"", ""PAKISTAN"", ""PALESTINIAN TERRITORY"",  ""PERU"", ""POLAND"", ""RUSSIA"", ""SENEGAL"", ""SLOVAKIA"", ""SOUTH AFRICA"",  ""KOREA"", ""SPAIN"", ""SWEDEN"", ""TANZANIA"", ""TURKEY"", ""UNITED STATES"",  ""UGANDA"", ""UKRAINE"", ""VENEZUELA""), y_dcpo = 2007 )",Weight,PewGlobal,2007,
pew2008GAP,"pew2008GAP <- read.dta(""Pew/2008/GAP_2008_Dataset_release.dta"")",unable to transfer to stata dataset,,PewGlobal,2008,unable to transfer to stata dataset
pew2009GAP,"pew2009GAP <- read.dta(""Pew/2009/Pew_Gap_2009_Data.dta"")","data_frame(country = c(1:25), c_dcpo = c(""ARGENTINA"", ""BRAZIL"", ""CANADA"", ""CHINA"", ""EGYPT"", ""FRANCE"", ""GERMANY"", ""GREAT BRITAIN"", ""INDIA"", ""INDONESIA"", ""ISRAEL"", ""JAPAN"", ""JORDAN"", ""KENYA"", ""LEBANON"", ""MEXICO"", ""NIGERIA"", ""PAKISTAN"", ""PALESTINIAN AUTHORITY"", ""POLAND"", ""RUSSIA"", ""SOUTH KOREA"", ""SPAIN"", ""TURKEY"", ""USA""), y_dcpo=2009)",weight,PewGlobal,2009,there are five types of weighting variables
pew2009GAP_fall,"pew2009GAP_fall <- read.dta(""Pew/2009/Pew_Global_Attitudes_Fall_2009_Dataset.dta"")","data_frame(country = c(1:14), c_dcpo = c(""GREAT BRITAIN"", ""BULGARIA"", ""CZECH REPUBLIC"", ""FRANCE"", ""GERMANY"", ""HUNGARY"", ""ITALY"", ""LITHUANIA"", ""POLAND"", ""RUSSIA"", ""SLOVAKIA"", ""SPAIN"", ""UKRAINE"", ""USA""), y_dcpo=2009)",weight,PewGlobal,2009,there are three types of weighting variables
pew2010GAP_spring,"pew2010GAP_spring <- read.dta(""Pew/2010/Pew_Global_Attitudes_Spring_2010_Dataset_For_Release.dta"")","data_frame(country = c(1:22), c_dcpo = c(""ARGENTINA"", ""BRAZIL"", ""GREAT BRITAIN"", ""CHINA"", ""EGYPT"", ""FRANCE"", ""GERMANY"", ""INDIA"", ""INDONESIA"", ""JAPAN"", ""JORDAN"", ""KENYA"", ""LEBANON"", ""MEXICO"", ""NIGERIA"", ""PAKISTAN"", ""POLAND"", ""RUSSIA"", ""SOUTH KOREA"", ""SPAIN"", ""TURKEY"", ""USA""), y_dcpo=2010)",weight,PewGlobal,2010,there are three types of weighting variables
pew2011GAP_spring,"pew2011GAP_spring <- read.dta(""Pew/2011/Pew_Global_Attitudes_Spring_2011_Dataset_for_web.dta"")","data_frame(country = c(1:24), c_dcpo = c(""BRAZIL"", ""GREAT BRITAIN"", ""CHINA"", ""EGYPT"", ""FRANCE"", ""GERMANY"", ""INDIA"", ""INDONESIA"", ""ISRAEL"", ""JAPAN"", ""JORDAN"", ""KENYA"", ""LEBANON"", ""LITHUANIA"", ""MEXICO"", ""PAKISTAN"", ""PALESTINIAN AUTHORITY"", ""POLAND"", ""RUSSIA"", ""SPAIN"", ""TURKEY"", ""UKRAINE"", ""USA"", ""PAKISTAN REFIELD""), y_dcpo=2011)",weight,PewGlobal,2011,
pew2012US-China,"pew2012US-China <- read.dta(""Pew/2012/2012_U.S.-China_Security_Perceptions_Project_Dataset.dta"")",Only survey in the US,,,,
pew2012GAP_spring,"pew2012GAP_spring <- read.dta(""Pew/2012/Pew_Research_Global_Attitudes_Project_Spring_2012_Dataset_for_web.dta"")","data_frame(country = c(1:21), c_dcpo = c(""BRAZIL"", ""GREAT BRITAIN"", ""CHINA"", ""CZECH REPUBLIC"", ""EGYPT"", ""FRANCE"", ""GERMANY"", ""GREECE"", ""INDIA"", ""ITALY"", ""JAPAN"", ""JORDAN"", ""LEBANON"", ""MEXICO"", ""PAKISTAN"", ""POLAND"", ""RUSSIA"", ""SPAIN"", ""TUNISIA"", ""TURKEY"", ""USA""), y_dcpo=2012)",weight,PewGlobal,2012,
pew2013GAP_spring,"pew2013GAP_spring <- read.dta(""Pew/2013/Pew_Research_Global_Attitudes_Project_Spring_2013_Dataset_for_web.dta"")","data_frame(country = c(1:15, 17:40), c_dcpo = c(""ARGENTINA"", ""AUSTRALIA"", ""BOLIVIA"", ""BRAZIL"", ""GREAT BRITAIN"", ""CANADA"", ""CHILE"", ""CHINA"", ""CZECH REPUBLIC"", ""EGYPT"", ""EL SALVADOR"", ""FRANCE"", ""GERMANY"", ""GHANA"", ""GREECE"", ""INDONESIA"", ""ISRAEL"", ""ITALY"", ""JAPAN"", ""JORDAN"", ""KENYA"", ""LEBANON"", ""MALAYSIA"", ""MEXICO"", ""NIGERIA"", ""PAKISTAN"", ""PALESTINIAN AUTHORITY"", ""PHILIPPINES"", ""POLAND"", ""RUSSIA"", ""SENEGAL"", ""SOUTH AFRICA"", ""SOUTH KOREA"", ""SPAIN"", ""TUNISIA"", ""TURKEY"", ""UGANDA"", ""USA"", ""VENEZUELA""), y_dcpo=2013)",weight,PewGlobal,2013,
pew2014US-Germany,"pew2014US-Germany <- read.dta(""Pew/2014/Pew_Research_Global_Attitudes_Project_2014_U.S.-Germany_Trade_Survey_Dataset_for_web.dta"")","data_frame(country = c(1:2), c_dcpo = c(""USA"", ""GERMANY""), y_dcpo=2014)",weight,PewGlobal,2014,
pew2014GAP_winter_India,"pew2014GAP_winter <- read.dta(""Pew/2014/Pew_Research_Global_Attitudes_Project_Winter_2014_India_Dataset_for_web.dta"")",Only survey in India,,,2014,India is the missing value in the country variable (country=23) in pew2014GAP-spring; possible to merge together
pew2014GAP_spring,"pew2014GAP_spring <- read.dta(""Pew/2014/Pew_Research_Global_Attitudes_Project_Spring_2014_Dataset_for_web.dta"")","data_frame(country = c(1:22, 24:45), c_dcpo = c(""ARGENTINA"", ""BANGLADESH"", ""BRAZIL"", ""CHILE"", ""CHINA"", ""COLOMBIA"", ""EGYPT"", ""EL SALVADOR"", ""FRANCE"", ""GERMANY"", ""GHANA"", ""GREECE"", ""INDIA"", ""INDONESIA"", ""ISRAEL"", ""ITALY"", ""JAPAN"", ""JORDAN"", ""KENYA"", ""LEBANON"", ""MALAYSIA"", ""MEXICO"", ""NICARAGUA"",  ""NIGERIA"", ""PAKISTAN"", ""PALESTINIAN AUTHORITY"", ""PERU"", ""PHILIPPINES"", ""POLAND"", ""RUSSIA"", ""SENEGAL"", ""SOUTH AFRICA"", ""SOUTH KOREA"", ""SPAIN"", ""TANZANIA"", ""THAILAND"", ""TUNISIA"", ""TURKEY"", ""UGANDA"", ""UKRAINE"", ""GREAT BRITAIN"", ""USA"", ""VENEZUELA"", ""VIETNAM""), y_dcpo=2014)",weight,PewGlobal,2014,
pew2015US-Germany,"pew2015US-Germany <- read.dta(""Pew/2015/Pew_Research_Global_Attitudes_&_Trends_2015_U.S.-Germany_Relations_Survey_Dataset_for_web.dta"")","data_frame(country = c(1:2), c_dcpo = c(""USA"", ""GERMANY""), y_dcpo=2015)",weight,PewGlobal,2015,
pew2015US-Japan,"pew2015US-Japan <- read.dta(""Pew/2015/Pew_Research_Global_Attitudes_&_Trends_2015_U.S.-Japan_Relations_Survey_Dataset_for_web.dta"")","data_frame(country = c(1:2), c_dcpo = c(""USA"", ""JAPAN""), y_dcpo=2015)",weight,PewGlobal,2015,
